time,power
0:1,53.57335733573237,
0:2,53.933393339332795,
0:3,54.14941494149298,
0:4,54.00540054005266,
0:5,53.933393339332795,
0:6,53.717371737172385,
0:7,53.50135013501253,
0:8,54.22142214221307,
0:9,54.00540054005273,
0:10,54.22142214221314,
0:11,53.86138613861279,
0:12,nan,
0:13,53.861386138612644,
0:14,54.149414941493134,
0:15,53.861386138612716,
0:16,54.149414941492836,
0:17,nan,
0:18,53.93339333933264,
0:19,53.861386138612644,
0:20,53.86138613861257,
0:21,53.933393339332724,
0:22,54.293429342932995,
0:23,53.57335733573245,
0:24,54.365436543653075,
0:25,53.86138613861263,
0:26,nan,
0:27,53.933393339332724,
0:28,54.14941494149291,
0:29,nan,
0:30,54.22142214221299,
0:31,54.22142214221299,
0:32,54.14941494149305,
0:33,54.22142214221299,
0:34,54.00540054005289,
0:35,54.293429342932995,
0:36,54.29342934293315,
0:37,54.43744374437317,
0:38,54.29342934293322,
0:39,54.22142214221307,
0:40,54.07740774077281,
0:41,54.07740774077281,
0:42,54.43744374437317,
0:43,54.22142214221307,
0:44,54.29342934293307,
0:45,54.14941494149305,
0:46,54.221422142213214,
0:47,54.29342934293315,
0:48,54.29342934293307,
0:49,54.14941494149282,
0:50,nan,
0:51,54.29342934293307,
0:52,54.29342934293314,
0:53,54.50945094509325,
0:54,54.43744374437317,
0:55,54.36543654365316,
0:56,54.22142214221314,
0:57,54.29342934293322,
0:58,54.36543654365316,
0:59,54.293429342932924,
1:0,54.221422142212916,
1:1,54.29342934293315,
1:2,54.43744374437317,
1:3,54.221422142212916,
1:4,54.29342934293307,
1:5,54.43744374437324,
1:6,54.14941494149298,
1:7,54.437443744373084,
1:8,54.43744374437317,
1:9,54.365436543653075,
1:10,54.50945094509318,
1:11,54.50945094509318,
1:12,54.29342934293307,
1:13,54.437443744373084,
1:14,54.36543654365316,
1:15,54.22142214221306,
1:16,54.365436543653075,
1:17,54.365436543653075,
1:18,54.65346534653334,
1:19,54.437443744373084,
1:20,54.43744374437317,
1:21,nan,
1:22,54.437443744373084,
1:23,54.50945094509318,
1:24,54.43744374437317,
1:25,54.58145814581333,
1:26,54.365436543653004,
1:27,54.29342934293315,
1:28,54.437443744373084,
1:29,nan,
1:30,54.437443744373084,
1:31,54.50945094509309,
1:32,54.43744374437317,
1:33,54.221422142212916,
1:34,54.36543654365293,
1:35,54.43744374437317,
1:36,nan,
