time,power
0:1,53.93339333933288,
0:2,54.14941494149275,
0:3,54.36543654365323,
0:4,54.07740774077274,
0:5,54.149414941493134,
0:6,54.07740774077297,
0:7,54.07740774077281,
0:8,53.933393339332795,
0:9,53.86138613861279,
0:10,53.71737173717263,
0:11,53.93339333933265,
0:12,54.22142214221299,
0:13,54.14941494149298,
0:14,54.221422142212916,
0:15,nan,
0:16,54.22142214221306,
0:17,54.22142214221306,
0:18,54.07740774077281,
0:19,54.149414941493134,
0:20,54.50945094509325,
0:21,54.365436543653075,
0:22,54.22142214221306,
0:23,53.717371737172854,
0:24,53.861386138612716,
0:25,54.005400540052804,
0:26,53.861386138612644,
0:27,54.00540054005258,
0:28,53.78937893789248,
0:29,53.71737173717254,
0:30,53.573357335732524,
0:31,53.71737173717254,
0:32,53.78937893789271,
0:33,53.933393339332724,
0:34,54.22142214221306,
0:35,54.14941494149282,
0:36,54.07740774077281,
0:37,53.93339333933295,
0:38,54.07740774077281,
0:39,54.293429342932995,
0:40,54.221422142213214,
0:41,nan,
0:42,54.07740774077297,
0:43,54.14941494149298,
0:44,54.00540054005289,
0:45,54.22142214221306,
0:46,54.29342934293307,
0:47,54.29342934293315,
0:48,53.789378937892934,
0:49,nan,
0:50,54.29342934293307,
0:51,54.22142214221306,
0:52,54.365436543653075,
0:53,54.22142214221299,
0:54,54.581458145813414,
0:55,54.3654365436533,
0:56,54.36543654365316,
0:57,54.00540054005289,
0:58,54.365436543653075,
0:59,54.14941494149291,
1:0,54.14941494149298,
1:1,54.00540054005266,
1:2,53.93339333933288,
1:3,53.64536453645269,
1:4,53.933393339332795,
1:5,53.861386138612644,
1:6,53.861386138612644,
1:7,53.86138613861279,
1:8,54.00540054005289,
1:9,53.86138613861279,
1:10,54.07740774077297,
1:11,53.86138613861287,
1:12,53.86138613861279,
1:13,54.07740774077304,
1:14,54.14941494149298,
1:15,54.79747974797359,
1:16,54.79747974797358,
1:17,54.581458145813485,
1:18,54.14941494149298,
1:19,54.07740774077274,
1:20,54.221422142212916,
1:21,53.933393339332795,
1:22,53.78937893789255,
1:23,53.64536453645262,
1:24,53.933393339332795,
1:25,54.00540054005273,
1:26,53.86138613861256,
1:27,53.57335733573261,
1:28,54.22142214221314,
1:29,53.933393339332795,
1:30,53.93339333933265,
1:31,54.07740774077297,
1:32,53.93339333933288,
1:33,54.07740774077281,
1:34,54.22142214221283,
1:35,54.29342934293315,
1:36,54.509450945093405,
1:37,54.7254725472535,
1:38,54.293429342932995,
1:39,54.65346534653334,
1:40,54.509450945093405,
