time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,power
18:49:00,0.0,0.0,174,98,97,97,1,32,32,32,0,0,0,32,31,31,32,32,32,32,32,30.16,30.15,0.15,0.0,0.08, 51.12511251125102
18:54:00,0.0,0.0,175,98,97,97,1,32,32,32,0,0,0,32,31,31,32,32,32,32,32,30.16,30.15,0.15,0.0,0.08, 52.277227722771386
18:59:00,0.0,0.0,179,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.17,30.15,0.15,0.0,0.08, 51.98919891989135
19:04:00,0.0,0.0,192,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.17,30.16,0.0,0.0,0.08, 52.06120612061136
19:09:00,0.0,0.0,176,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.16,30.15,0.0,0.0,0.08, 52.277227722771386
19:14:00,0.0,0.0,223,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.16,30.15,-0.15,0.0,0.08, 51.48514851485122
19:19:00,0.0,0.0,228,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,0.0,0.0,0.08, 52.277227722771386
19:24:00,0.0,0.0,223,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,0.0,0.0,0.08, 52.277227722771386
19:29:00,0.0,0.0,205,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,0.15,0.0,0.08, 52.277227722771386
19:34:00,0.0,0.0,223,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,0.0,0.0,0.08, 52.277227722771386
19:39:00,0.0,0.0,235,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,-0.15,0.0,0.08, 52.277227722771386
19:44:00,0.0,0.0,222,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.14,30.14,0.0,0.0,0.08, 52.277227722771386
19:49:00,0.0,0.0,229,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,0.0,0.0,0.08, 52.277227722771386
19:54:00,0.0,0.0,182,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,-0.15,0.0,0.08, 52.277227722771386
19:59:00,0.0,0.0,190,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.14,30.14,0.0,0.0,0.08, 52.277227722771386
20:04:00,0.0,0.0,190,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.14,30.14,0.0,0.0,0.08, 52.4212421242114
20:09:00,0.0,0.0,190,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.14,30.14,0.0,0.0,0.08, 52.6372637263715
20:14:00,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.15,30.14,-0.15,None,None, 52.349234923491395
20:19:00,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.15,30.14,0.15,None,None, 52.781278127811746
20:24:00,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.15,30.15,0.0,None,None, 52.349234923491395
20:29:00,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.15,30.14,0.15,None,None, 52.56525652565142
20:34:00,0.0,0.0,179,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.15,0.0,0.0,0.08, 53.141314131411875
20:39:00,0.0,0.0,179,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,0.0,0.0,0.08, 52.349234923491466
20:44:00,0.0,0.0,179,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,0.15,0.0,0.08, 52.49324932493141
20:49:00,0.0,0.0,179,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,-0.15,0.0,0.08, 52.421242124211474
20:54:00,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.14,30.13,0.15,None,None, 52.9972997299717
20:59:00,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.14,30.13,0.15,None,None, 53.21332133213211
21:04:00,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.14,30.14,0.0,None,None, 53.645364536452306
21:09:00,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.14,30.14,0.0,None,None, 53.57335733573245
21:14:00,0.0,0.0,152,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,0.15,0.0,0.08, 53.35733573357227
21:19:00,0.0,0.0,187,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,0.0,0.0,0.08, 53.5733573357323
21:24:00,0.0,0.0,171,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,0.15,0.0,0.08, 52.9972997299717
21:29:00,0.0,0.0,181,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.15,30.14,-0.15,0.0,0.08, 52.85328532853184
21:34:00,0.0,0.0,168,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.14,30.14,0.0,0.0,0.08, 52.92529252925176
21:39:00,0.0,0.0,199,98,98,98,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.14,30.14,0.0,0.0,0.08, 54.14941494149289
21:44:00,0.0,0.0,189,98,98,98,1,32,31,31,0,0,0,31,31,31,32,31,32,31,31,30.14,30.13,0.0,0.0,0.08, 53.933393339332795
21:49:00,0.0,0.0,185,98,98,98,1,31,31,31,0,0,0,31,31,31,31,31,31,31,31,30.14,30.14,0.0,0.0,0.08, 54.00540054005266
21:54:00,0.0,0.0,181,98,98,98,1,31,31,31,0,0,0,31,31,31,31,31,31,31,31,30.14,30.14,0.0,0.0,0.08, 53.71737173717247
21:59:00,0.0,0.0,173,98,98,98,1,31,31,31,0,0,0,31,31,31,31,31,31,31,31,30.14,30.14,0.0,0.0,0.08, 52.853285328531754
22:04:00,0.0,0.0,194,98,98,98,1,31,31,31,0,0,0,31,31,31,31,31,31,31,31,30.14,30.14,0.0,0.0,0.08, 53.71737173717254
22:09:00,0.0,0.0,200,98,98,98,1,31,31,31,0,0,0,31,31,31,31,31,31,31,31,30.14,30.13,0.0,0.0,0.08, 53.14131413141179
22:14:00,0.0,0.0,183,98,98,98,1,31,31,31,0,0,0,31,31,31,31,31,31,31,31,30.13,30.12,0.0,0.0,0.08, 53.213321332132026
22:19:00,0.0,0.0,210,98,98,98,1,31,31,31,0,0,0,31,31,31,31,31,31,31,31,30.13,30.12,0.0,0.0,0.08, 52.853285328531754
22:24:00,0.0,0.0,189,98,98,98,1,31,31,31,0,0,0,31,31,31,31,31,31,31,31,30.13,30.12,0.15,0.0,0.08, 53.78937893789241
22:29:00,0.0,0.0,221,98,98,98,1,31,31,31,0,0,0,31,31,31,31,31,31,31,31,30.14,30.13,0.0,0.0,0.08, nan
22:34:00,0.0,0.0,173,98,98,98,1,32,31,31,0,0,0,31,31,31,32,31,32,31,31,30.13,30.12,0.15,0.0,0.08, 53.50135013501237
22:39:00,0.0,0.0,211,98,97,97,1,32,31,31,0,0,0,31,31,31,32,31,32,31,31,30.12,30.12,0.0,0.0,0.08, 54.14941494149306
22:44:00,0.0,0.0,160,98,97,97,1,32,31,31,0,0,0,31,31,31,32,31,32,31,31,30.13,30.12,0.15,0.0,0.08, 54.22142214221313
22:49:00,0.0,0.0,191,98,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.13,30.12,-0.15,0.0,0.08, 54.50945094509348
22:54:00,0.0,0.0,195,98,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.13,30.12,0.15,0.0,0.08, 53.86138613861257
22:59:00,0.0,0.0,195,98,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.12,0.0,0.0,0.08, 54.29342934293307
23:04:00,0.0,0.0,224,98,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.13,30.12,0.0,0.0,0.08, 54.07740774077281
23:09:00,0.0,0.0,177,97,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.12,0.0,0.0,0.08, nan
23:14:00,0.0,0.0,194,97,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.12,0.0,0.0,0.08, 54.43744374437324
23:19:00,0.0,0.0,197,97,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.13,30.12,0.0,0.0,0.08, 53.861386138612716
23:24:00,0.0,0.0,204,97,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.13,30.12,0.15,0.0,0.08, 54.29342934293338
23:29:00,0.0,0.0,176,97,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.12,0.0,0.0,0.08, 54.00540054005266
23:34:00,0.0,0.0,214,97,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.12,0.0,0.0,0.08, 54.50945094509325
23:39:00,0.0,0.0,202,97,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.11,0.0,0.0,0.08, 54.22142214221299
23:44:00,0.0,0.0,190,97,97,97,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.11,0.15,0.0,0.08, 54.22142214221314
23:49:00,0.0,0.0,162,97,97,97,1,32,31,31,0,0,0,31,31,31,32,31,32,31,31,30.13,30.12,0.0,0.0,0.08, 54.29342934293315
23:54:00,0.0,0.0,210,97,97,97,1,31,31,31,0,0,0,31,31,31,31,31,31,31,31,30.12,30.12,0.0,0.0,0.08, 54.43744374437316
23:59:00,0.0,0.0,213,97,96,96,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.11,-0.15,0.0,0.08, 54.653465346533345
time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,power
00:04:00,0.0,0.0,225,96,96,96,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.11,30.1,0.0,0.0,0.0, 54.79747974797344
00:09:00,0.0,0.0,218,96,95,95,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.11,-0.15,0.0,0.0, 54.941494149413685
00:14:00,0.0,0.0,221,95,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.11,0.15,0.0,0.0, 54.36543654365316
00:19:00,0.0,0.0,212,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.11,0.15,0.0,0.0, 54.79747974797358
00:24:00,0.0,0.0,212,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.11,-0.15,0.0,0.0, nan
00:29:00,0.0,0.0,207,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.11,0.0,0.0,0.0, 54.50945094509309
00:34:00,0.0,0.0,208,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.11,30.1,0.0,0.0,0.0, 53.789378937892636
00:39:00,0.0,0.0,199,95,95,95,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.12,30.11,0.15,0.0,0.0, 54.50945094509325
00:44:00,0.0,0.0,216,95,95,95,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.11,30.1,-0.15,0.0,0.0, 55.013501350133765
00:49:00,0.0,0.0,214,95,95,95,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.11,30.1,0.0,0.0,0.0, 54.653465346533345
00:54:00,0.0,0.0,178,95,95,95,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.11,30.1,-0.15,0.0,0.0, 54.22142214221299
00:59:00,0.0,0.0,210,95,95,95,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.11,30.1,0.0,0.0,0.0, 54.79747974797344
01:04:00,0.0,0.0,217,95,95,95,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.11,30.1,-0.15,0.0,0.0, nan
01:09:00,0.0,0.0,223,95,95,95,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.11,30.1,0.0,0.0,0.0, 53.93339333933295
01:14:00,0.0,0.0,230,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.1,30.1,0.0,0.0,0.0, 53.861386138612716
01:19:00,0.0,0.0,190,94,93,93,1,32,32,32,0,0,0,31,30,31,32,32,32,32,32,30.1,30.09,0.15,0.0,0.0, 54.07740774077297
01:24:00,0.0,0.0,199,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.1,30.09,-0.15,0.0,0.0, 54.36543654365316
01:29:00,0.0,0.0,216,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.09,30.09,0.0,0.0,0.0, 54.29342934293307
01:34:00,0.0,0.0,171,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.1,30.09,0.15,0.0,0.0, 54.36543654365346
01:39:00,0.0,0.0,188,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.1,30.09,0.0,0.0,0.0, 54.36543654365323
01:44:00,0.0,0.0,182,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.1,30.09,0.0,0.0,0.0, 54.36543654365315
01:49:00,0.0,0.0,187,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.1,30.09,0.0,0.0,0.0, 54.43744374437317
01:54:00,0.0,0.0,204,94,94,94,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.1,30.09,0.0,0.0,0.0, 54.94149414941376
01:59:00,0.0,0.0,181,94,94,94,1,32,32,32,0,0,0,31,30,30,32,32,32,32,32,30.09,30.09,0.0,0.0,0.0, 54.36543654365316
02:04:00,0.0,0.0,214,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.09,30.08,-0.15,0.0,0.0, 54.14941494149306
02:09:00,0.0,0.0,214,94,94,94,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.09,30.08,-0.15,0.0,0.0, 54.07740774077281
02:14:00,0.0,0.0,210,94,94,94,1,32,32,32,0,0,0,31,30,30,32,32,32,32,32,30.08,30.08,0.0,0.0,0.0, 54.43744374437317
02:19:00,0.0,0.0,210,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.09,30.07,0.15,0.0,0.0, 54.653465346533565
02:24:00,0.0,0.0,221,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.08,30.07,0.0,0.0,0.0, 54.293429342932995
02:29:00,0.0,0.0,195,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,-0.15,0.0,0.0, 54.36543654365316
02:34:00,0.0,0.0,208,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,0.0,0.0,0.0, 54.365436543653075
02:39:00,0.0,0.0,178,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,0.0,0.0,0.0, 54.221422142213136
02:44:00,0.0,0.0,209,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.08,0.0,0.0,0.0, 54.00540054005273
02:49:00,0.0,0.0,216,94,93,93,1,32,32,32,0,0,0,31,30,30,32,32,32,32,32,30.08,30.07,0.0,0.0,0.0, 54.22142214221306
02:54:00,0.0,0.0,197,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.08,30.07,-0.15,0.0,0.0, 54.79747974797351
02:59:00,0.0,0.0,177,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.08,30.07,-0.15,0.0,0.0, 55.013501350133765
03:04:00,0.0,0.0,202,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.08,30.07,0.15,0.0,0.0, 54.79747974797359
03:09:00,0.0,0.0,202,94,94,94,1,32,32,32,0,0,0,31,30,30,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 54.14941494149298
03:14:00,0.0,0.0,210,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 54.22142214221314
03:19:00,0.0,0.0,209,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 54.581458145813414
03:24:00,0.0,0.0,187,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 54.72547254725343
03:29:00,0.0,0.0,208,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 54.86948694869359
03:34:00,0.0,0.0,191,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 53.78937893789262
03:39:00,0.0,0.0,186,94,94,94,1,32,32,32,0,0,0,31,30,30,32,32,32,32,32,30.08,30.07,0.0,0.0,0.0, 54.14941494149291
03:44:00,0.0,0.0,192,94,94,94,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.06,0.0,0.0,0.0, 54.14941494149298
03:49:00,0.0,0.0,167,94,94,94,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 54.07740774077283
03:54:00,0.0,0.0,210,94,94,94,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 53.933393339332795
03:59:00,0.0,0.0,184,94,94,94,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 54.22142214221299
04:04:00,0.0,0.0,188,95,94,94,1,32,32,32,0,0,0,31,30,30,32,32,32,32,32,30.08,30.07,0.0,0.0,0.0, 53.789378937892565
04:09:00,0.0,0.0,185,94,94,94,1,32,31,31,0,0,0,30,30,30,32,31,32,31,31,30.08,30.07,0.0,0.0,0.0, 54.58145814581333
04:14:00,0.0,0.0,173,93,93,93,1,31,31,31,0,0,0,30,30,30,31,31,31,31,31,30.08,30.07,-0.15,0.0,0.0, 54.43744374437324
04:19:00,0.0,0.0,223,93,93,93,1,31,31,31,0,0,0,30,30,30,31,31,31,31,31,30.08,30.07,0.15,0.0,0.0, 53.5733573357323
04:24:00,0.0,0.0,162,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,0.15,0.0,0.0, 53.35733573357213
04:29:00,0.0,0.0,192,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,0.15,0.0,0.0, 53.933393339332795
04:34:00,0.0,0.0,195,93,92,92,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 53.71737173717263
04:39:00,0.0,0.0,191,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,0.15,0.0,0.0, 53.06930693069164
04:44:00,0.0,0.0,199,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, 53.069306930691866
04:49:00,0.0,0.0,202,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,0.0,0.0,0.0, 53.35733573357227
04:54:00,0.0,0.0,221,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,0.0,0.0,0.0, 53.71737173717247
04:59:00,0.0,0.0,206,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,-0.15,0.0,0.0, 52.781278127811674
05:04:00,0.0,0.0,198,93,93,93,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,0.15,0.0,0.0, 52.70927092709151
05:09:00,0.0,0.0,217,93,93,93,1,32,32,32,0,0,0,31,30,30,32,32,32,32,32,30.08,30.07,-0.15,0.0,0.0, 53.14131413141172
05:14:00,0.0,0.0,219,93,93,93,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.08,30.07,-0.15,0.0,0.0, 52.92529252925161
05:19:00,0.0,0.0,209,92,92,92,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.07,30.07,0.0,0.0,0.0, nan
05:24:00,0.0,0.0,210,92,91,91,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,0.15,0.0,0.0, 52.4212421242114
05:29:00,0.0,0.0,212,91,91,91,1,32,32,32,0,0,0,30,30,30,32,32,32,32,32,30.08,30.07,0.0,0.0,0.0, 52.4212421242114
05:34:00,0.0,0.0,203,91,91,91,1,33,32,32,0,0,0,30,30,30,33,32,33,32,32,30.08,30.08,0.0,0.0,0.0, 52.781278127811674
05:39:00,0.0,0.0,210,91,91,91,1,33,33,33,0,0,0,30,30,30,33,33,33,33,33,30.08,30.07,0.15,0.0,0.0, 53.357335733572114
05:44:00,0.0,0.0,221,91,91,91,1,33,33,33,0,0,0,30,30,30,33,33,33,33,33,30.08,30.08,0.0,0.0,0.0, 52.78127812781152
05:49:00,0.0,0.0,214,91,91,91,1,33,33,33,0,0,0,30,30,30,33,33,33,33,33,30.08,30.08,0.0,0.0,0.0, 53.21332133213188
05:54:00,0.0,0.0,196,91,91,91,1,33,33,33,0,0,0,30,30,30,33,33,33,33,33,30.08,30.08,0.0,0.0,0.0, 53.06930693069185
05:59:00,0.0,0.0,191,92,92,92,1,33,33,33,0,0,0,31,31,31,33,33,33,33,33,30.09,30.08,0.0,0.0,0.0, 52.70927092709151
06:04:00,0.0,0.0,197,93,92,92,1,33,33,33,0,0,0,31,31,31,33,33,33,33,33,30.09,30.09,0.0,0.0,0.0, 52.56525652565142
06:09:00,0.0,0.0,190,93,93,93,1,33,33,33,0,0,0,31,31,31,33,33,33,33,33,30.09,30.08,0.0,0.0,0.0, 52.06120612061136
06:14:00,0.0,0.0,174,93,93,93,1,33,33,33,0,0,0,31,31,31,33,33,33,33,33,30.09,30.09,0.0,0.0,0.0, 52.49324932493141
06:19:00,0.0,0.0,199,93,93,93,1,33,32,32,0,0,0,31,31,31,33,32,33,32,32,30.09,30.08,0.0,0.0,0.0, 52.63726372637143
06:24:00,0.0,0.0,171,93,93,93,1,33,32,32,0,0,0,31,31,31,33,32,33,32,32,30.09,30.09,0.0,0.0,0.0, 52.56525652565142
06:29:00,0.0,0.0,190,93,93,93,1,33,32,32,0,0,0,31,31,31,33,32,33,32,32,30.09,30.09,0.0,0.0,0.0, 52.63726372637143
06:34:00,0.0,0.0,186,93,93,93,1,32,32,32,0,0,0,31,30,30,32,32,32,32,32,30.09,30.09,0.0,0.0,0.0, nan
06:39:00,0.0,0.0,178,94,93,93,1,32,32,32,0,0,0,31,30,31,32,32,32,32,32,30.09,30.09,0.0,0.0,0.0, 52.20522052205138
06:44:00,0.0,0.0,195,94,93,93,1,32,32,32,0,0,0,31,30,30,32,32,32,32,32,30.09,30.09,0.0,0.0,0.0, 52.277227722771386
06:49:00,0.0,0.0,197,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.09,30.08,0.0,0.0,0.0, 52.49324932493141
06:54:00,0.0,0.0,185,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.09,30.09,0.0,0.0,0.0, 52.06120612061136
06:59:00,0.36,0.0,196,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.09,30.09,0.0,0.0,0.0, 52.277227722771386
07:04:00,2.08,0.0,198,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.09,30.08,0.0,0.0,0.0, 52.277227722771386
07:09:00,4.28,0.0,200,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.09,30.08,0.15,0.0,0.0, 52.277227722771386
07:14:00,7.34,0.0,204,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.09,30.08,0.0,0.0,0.0, 51.84518451845133
07:19:00,11.62,0.0,204,94,94,94,1,32,32,32,0,0,0,31,31,31,32,32,32,32,32,30.09,30.07,-0.3,0.0,0.0, 51.84518451845133
07:24:00,13.33,0.0,206,94,93,93,1,33,32,33,0,0,0,31,31,31,33,33,33,32,33,30.08,30.08,0.0,0.0,0.0, 51.98919891989135
07:29:00,14.68,0.0,199,93,93,93,1,33,33,33,0,0,0,31,31,31,33,33,33,33,33,30.09,30.08,0.15,0.0,0.0, 52.20522052205138
07:34:00,26.79,0.0,217,93,93,93,1,33,33,33,0,0,0,31,31,31,33,33,33,33,33,30.09,30.08,0.15,0.0,0.0, 48.532853285328805
07:39:00,29.85,0.0,199,93,93,93,1,33,33,33,0,0,0,32,31,31,33,33,33,33,33,30.1,30.08,0.15,0.0,0.0, 48.53285328532881
07:44:00,21.16,0.0,206,93,92,92,1,33,33,33,0,0,0,32,31,31,33,33,33,33,33,30.09,30.09,0.0,0.0,0.0, 48.1008100810083
07:49:00,29.85,0.0,172,92,92,92,1,33,33,33,0,0,0,31,31,31,33,33,33,33,33,30.1,30.09,0.15,0.0,0.0, 50.1170117011706
07:54:00,16.88,0.0,156,93,92,92,1,33,33,33,0,0,0,32,31,31,33,33,33,33,33,30.1,30.1,0.0,0.0,0.0, 52.13321332133137
07:59:00,38.17,0.0,157,93,93,93,1,33,33,33,0,0,0,31,31,31,33,33,33,33,33,30.11,30.09,0.15,0.0,0.0, 46.58865886588652
08:04:00,49.79,0.0,205,93,93,93,1,33,33,33,0,0,0,31,31,31,33,33,33,33,33,30.11,30.09,-0.15,0.01,0.01, 43.20432043204422
08:09:00,61.53,0.0,194,93,93,93,1,34,33,33,0,0,0,32,31,32,34,33,34,33,33,30.11,30.1,0.15,0.01,0.01, 41.47614761476234
08:14:00,57.62,0.0,212,93,92,92,1,34,34,34,0,0,0,32,32,32,34,34,34,34,34,30.11,30.1,0.0,0.01,0.01, 42.1242124212431
08:19:00,57.62,0.0,183,92,92,92,1,34,34,34,0,0,0,32,32,32,34,34,34,34,34,30.11,30.1,0.0,0.01,0.01, 42.84428442844395
08:24:00,55.41,0.0,208,92,92,92,1,34,34,34,0,0,0,32,32,32,34,34,34,34,34,30.11,30.1,0.15,0.01,0.01, 40.97209720972175
08:29:00,75.85,0.0,269,92,91,91,1,34,34,34,0,0,0,32,32,32,34,34,34,34,34,30.11,30.1,0.0,0.01,0.01, 37.73177317731885
08:34:00,75.48,0.0,197,91,91,91,1,34,34,34,0,0,0,32,32,32,34,34,34,34,34,30.12,30.1,0.3,0.02,0.02, 38.95589558955991
08:39:00,54.19,0.0,191,91,91,91,1,34,34,34,0,0,0,32,32,32,34,34,34,34,34,30.12,30.11,0.15,0.02,0.02, 42.55625562556338
08:44:00,47.22,0.0,199,91,90,90,1,34,34,34,0,0,0,32,31,32,34,34,34,34,34,30.13,30.13,0.0,0.02,0.02, 41.54815481548243
08:49:00,49.42,0.0,193,91,91,91,1,34,34,34,0,0,0,32,32,32,34,34,34,34,34,30.13,30.12,0.0,0.02,0.02, 41.188118811882006
08:54:00,62.02,0.0,202,91,91,91,1,34,34,34,0,0,0,32,32,32,34,34,34,34,34,30.14,30.13,0.0,0.02,0.02, 37.731773177318324
08:59:00,63.73,0.0,184,91,91,91,1,34,34,34,0,0,0,32,32,32,34,34,34,34,34,30.13,30.12,0.0,0.02,0.02, 35.571557155716164
09:04:00,67.16,0.0,178,91,91,91,1,34,34,34,0,0,0,32,32,32,34,34,34,34,34,30.14,30.13,0.15,0.01,0.03, nan
