time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,power
16:24:00,162.58,1.0,31,25,24,24,1,66,66,66,7,0,3,29,28,29,66,66,66,66,66,30.05,30.04,0.15,0.0,0.0, -141.4941494149416
16:29:00,150.96,1.0,12,25,24,24,1,66,66,66,6,5,5,29,28,29,66,66,66,66,66,30.05,30.05,0.0,0.0,0.0, -126.66066606660654
16:34:00,138.73,1.0,26,25,24,24,1,66,66,66,9,5,5,29,28,29,66,66,66,66,66,30.05,30.04,-0.15,0.0,0.0, -111.53915391539165
16:39:00,121.85,1.0,68,25,24,24,1,66,66,66,7,2,5,29,28,28,66,66,66,66,66,30.05,30.04,0.15,0.0,0.0, -96.63366336633642
16:44:00,105.33,1.0,345,24,24,24,1,66,66,66,5,0,3,28,28,28,66,66,66,66,66,30.05,30.04,0.15,0.0,0.0, -80.9360936093608
16:49:00,74.14,0.0,328,24,24,24,1,66,66,66,5,0,1,28,28,28,66,66,66,66,66,30.05,30.04,0.15,0.0,0.0, -65.95859585958556
16:54:00,55.9,0.0,74,24,23,23,1,66,66,66,2,0,1,28,27,28,66,66,66,66,66,30.06,30.05,0.0,0.0,0.0, nan
16:59:00,51.14,0.0,79,24,24,24,1,66,66,66,3,1,2,28,28,28,66,66,66,66,66,30.05,30.04,0.0,0.0,0.0, -37.51575157515739
17:04:00,45.02,0.0,52,24,23,23,1,66,66,66,6,2,4,28,27,28,66,66,66,66,66,30.05,30.05,0.0,0.0,0.0, -21.818181818181376
17:09:00,38.53,0.0,96,24,23,23,1,66,66,66,6,1,4,28,27,28,66,66,66,66,66,30.06,30.05,0.0,0.0,0.0, -0.7920792079206267
17:14:00,32.42,0.0,100,24,23,23,1,66,66,66,4,1,3,28,27,28,66,66,66,66,66,30.06,30.05,-0.15,0.0,0.0, 15.625562556255622
17:19:00,27.28,0.0,116,24,24,24,1,66,66,66,1,0,0,28,28,28,66,66,66,66,66,30.06,30.05,0.0,0.0,0.0, nan
17:24:00,22.87,0.0,103,24,24,24,1,66,66,66,1,0,0,28,28,28,66,66,66,66,66,30.06,30.05,-0.15,0.0,0.0, 31.827182718271843
17:29:00,17.73,0.0,74,25,24,24,1,66,65,66,3,1,1,29,28,28,66,66,66,65,66,30.05,30.05,0.0,0.0,0.0, 38.66786678667935
17:34:00,13.82,0.0,134,25,25,25,1,65,65,65,1,0,0,28,28,28,65,65,65,65,65,30.06,30.05,0.15,0.0,0.0, 44.28442844284488
17:39:00,9.91,0.0,105,25,25,25,1,65,64,65,2,0,1,28,28,28,65,65,65,64,65,30.06,30.05,-0.15,0.0,0.0, 47.524752475247624
17:44:00,5.99,0.0,224,26,25,25,1,64,64,64,0,0,0,29,28,28,64,64,64,64,64,30.06,30.05,0.15,0.0,0.0, 50.33303330333092
17:49:00,3.43,0.0,131,26,26,26,0,64,63,63,0,0,0,28,28,28,64,63,64,63,63,30.06,30.05,0.0,0.0,0.0, 51.84518451845133
17:54:00,1.22,0.0,96,26,26,26,1,63,63,63,0,0,0,28,28,28,63,63,63,63,63,30.07,30.06,0.0,0.0,0.0, 52.20522052205138
17:59:00,0.0,0.0,197,27,26,26,1,63,63,63,0,0,0,28,27,28,63,63,63,63,63,30.07,30.06,-0.15,0.0,0.0, 52.06120612061136
18:04:00,0.0,0.0,207,27,27,27,1,63,62,62,0,0,0,28,28,28,63,62,63,62,62,30.07,30.07,0.0,0.0,0.0, 52.06120612061136
18:09:00,0.0,0.0,42,28,27,27,1,62,62,62,0,0,0,29,28,28,62,62,62,62,62,30.07,30.06,0.15,0.0,0.0, 51.98919891989135
18:14:00,0.0,0.0,18,28,28,28,1,62,62,62,1,0,0,28,28,28,62,62,62,62,62,30.08,30.06,0.0,0.0,0.0, 51.84518451845133
18:19:00,0.0,0.0,84,29,28,28,1,62,61,61,0,0,0,29,28,28,62,61,62,61,61,30.07,30.07,0.0,0.0,0.0, 52.13321332133137
18:24:00,0.0,0.0,61,29,28,28,1,61,61,61,0,0,0,29,28,28,61,61,61,61,61,30.08,30.07,0.0,0.0,0.0, 52.13321332133137
18:29:00,0.0,0.0,228,29,29,29,1,61,61,61,0,0,0,29,28,28,61,61,61,61,61,30.08,30.07,-0.15,0.0,0.0, 51.773177317731324
